id,lang,query,rag_http_ok,baseline_http_ok,rag_latency_ms,baseline_latency_ms,rag_retrieved_count,baseline_retrieved_count,rag_top_source,baseline_top_source,rag_answer_short,baseline_answer_short,manual_better,manual_note
Q37,zh,職業工會處理健保、勞保和職災保險費時，有哪些注意事項？,True,True,2608,1614,5,0,職業工會處理全民健康保險與勞工保險及勞工職業災害保險保險費注意事項,," 摘要
職業工會處理健保、勞保和職災保險費時，需設立專戶，並按月編製收繳明細表。

 檢查清單
1. 工會應設立會員保險費專戶。
2. 預收保險費需存入專戶。
3. 按月編製收繳明細表，送監事會審查。
4. 若有預收保險費，需依規定運用孳息。
5. 若有違規，可能移請主管機關查處。

 資料來源
- 職業工會處理全民健康保險與勞工保險及勞工職業災害保險保險費注意事項 — [連結](https://www.bli.gov.tw/01024…","摘要
- 職業工會在處理健保、勞保和職災保險費時，需要確保正確計算費用、按時繳納，並遵循相關法律規定。

檢查清單
1. 確認所有成員的保險資格和資料是否正確。
2. 定期更新成員的薪資和工作狀況，以確保保險費用計算準確。
3. 按時繳納保險費，避免因延遲而產生罰款或利息。
4. 了解並遵循當地法律和政策的變動，確保合規。
5. 提供成員相關保險的資訊和教育，確保他們了解自己的權利和義務。

資料來源
- 無檢索來源（LLM-only …",,
Q38,zh,勞工保險未繳還的保險給付或貸款本息，可以從給付中扣減嗎？,True,True,1871,1300,5,0,給付部分-給付通則,,"
摘要
- 勞工保險未繳還的給付或貸款本息，可以從某些保險給付中扣減。

檢查清單
1. 若有未繳還的保險給付，保險人可從生育、傷病、失能、老年、死亡給付及失蹤津貼中扣減。
2. 扣減至足額清償為止。

資料來源
- 勞工保險未繳還之保險給付及貸款本息扣減辦法 – [連結](https://www.bli.gov.tw/0102418.html)

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 勞工保險給付通常不能直接用來扣減未繳還的保險給付或貸款本息，但具體情況可能依據當地法律和政策有所不同。

檢查清單
1. 確認當地勞工保險相關法律和政策。
2. 查詢是否有特定條款允許從給付中扣減未繳款項。
3. 諮詢專業法律或保險顧問以獲取具體建議。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q39,zh,勞工保險基金管理及運用辦法主要規範什麼？,True,True,1500,1223,5,0,勞工保險基金管理及運用辦法,,"摘要
- 勞工保險基金管理及運用辦法主要規範基金的管理和運用。

檢查清單
1. 確認基金管理的規範。
2. 確認基金運用的規範。

資料來源
- 勞工保險基金管理及運用辦法 — https://www.bli.gov.tw/0102419.html

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 勞工保險基金管理及運用辦法主要規範勞工保險基金的管理、運用、投資及監督等事項。

檢查清單
1. 規範基金的管理機構及其職責。
2. 規範基金的投資範圍及策略。
3. 規範基金的風險管理及監督機制。
4. 規範基金的收益分配及使用。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q4,zh,勞工保險失能給付有哪些條件？,True,True,2343,1740,3,0,給付部分-失能給付,," 摘要
勞工保險失能給付的條件包括永久失能且符合給付標準。

 檢查清單
1. 被保險人需經診斷為永久失能。
2. 失能狀態需符合失能給付標準。
3. 需經保險人自設或特約醫院診斷。
4. 失能需經治療後症狀固定。
5. 需符合勞工保險條例相關規定。

 資料來源
- 給付部分-失能給付 – [連結](https://www.bli.gov.tw/0016179.html)
- 勞工保險條例 – [連結](https://www.bli…","摘要
- 勞工保險失能給付是為了保障因工作或非工作原因導致失能的勞工，提供經濟支持。申請失能給付需要符合特定條件。

檢查清單
1. 申請人必須是勞工保險的被保險人。
2. 失能必須符合勞工保險條例中所定義的失能標準。
3. 失能狀況需經過指定醫療機構的診斷和確認。
4. 申請人需在失能發生後的規定期限內提出申請。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q40,zh,勞保給付通則通常會說明哪些共同規定？,True,True,1288,1605,5,0,給付部分-給付通則,,"抱歉，提供的資訊不足以詳細說明勞保給付通則的共同規定。建議您參考勞保局的官方網站以獲取完整資訊。

資料來源
- 給付部分-給付通則 – [連結](https://www.bli.gov.tw/0013040.html)

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 勞保給付通則通常會說明各項給付的共同規定，包括申請程序、資格條件、給付計算方式等。

檢查清單
1. 申請程序：說明如何申請各項勞保給付，包括所需文件和申請途徑。
2. 資格條件：列出申請各項給付所需符合的基本資格條件。
3. 給付計算方式：解釋如何計算給付金額，包括相關的計算公式和影響因素。
4. 給付期限：說明給付的期限和可能的延長條件。
5. 其他規定：可能包括申訴程序、異議處理方式等。

資料來源
- 無檢索來源（LL…",,
Q41,zh,勞保死亡給付包含哪些基本注意事項？,True,True,1571,1513,2,0,給付部分-死亡給付,,"摘要
- 勞保死亡給付有特定申請條件與程序。

檢查清單
1. 確認被保險人在保險有效期間內死亡。
2. 如符合老年給付條件，可選擇放棄死亡給付。
3. 申請時需依勞工保險條例規定辦理。

資料來源
- 給付部分-死亡給付 — [連結](https://www.bli.gov.tw/0013046.html)

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 勞保死亡給付是為了保障勞工在死亡後，其遺屬能獲得一定的經濟支持。申請時需注意申請資格、所需文件及申請期限等。

檢查清單
1. 確認申請資格：通常包括被保險人的配偶、子女、父母等。
2. 準備所需文件：如死亡證明、戶口名簿、申請人身分證明等。
3. 確認申請期限：通常在被保險人死亡後一定期限內提出申請。
4. 瞭解給付金額：根據被保險人的保險年資及薪資計算。
5. 聯絡相關單位：如有疑問，可聯絡勞保局或相關單位。

資料來源
…",,
Q42,zh,失能年金給付個別化專業評估作業要點是什麼？,True,True,3861,2147,5,0,勞動部勞工保險局委託辦理勞工保險失能年金給付個別化專業評估作業要點（111年11月2日修正）,,"摘要
- 失能年金給付需經專業評估，符合特定失能等級者需送醫院評估。

檢查清單
1. 確認失能狀態是否符合「終身無工作能力」。
2. 若符合第一至第七等級，需送專業醫院評估。
3. 準備失能給付申請書及收據。

資料來源
- 勞動部勞工保險局委託辦理勞工保險失能年金給付個別化專業評估作業要點（111年11月2日修正） — https://www.bli.gov.tw/0102447.html

註：本服務提供一般性說明，非法律意見；請…","摘要
- 失能年金給付個別化專業評估作業要點主要是為了確保申請者的失能狀況得到公平和準確的評估，以便決定其是否符合年金給付的資格。

檢查清單
1. 確認申請者的基本資料和醫療記錄。
2. 進行專業醫療評估，確定失能程度。
3. 評估申請者的日常生活能力和工作能力。
4. 根據評估結果，決定是否符合失能年金給付的條件。
5. 通知申請者評估結果及後續程序。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線…",,
Q43,zh,依第58條第8項，哪些工作可能屬於具有危險、堅強體力等特殊性質的工作？,True,True,3542,1808,5,0,依勞工保險條例第58條第8項訂定「具有危險、堅強體力等特殊性質之工作」及證明文件,,"摘要
- 高壓室內作業與潛水作業屬於具有危險、堅強體力等特殊性質的工作。

檢查清單
1. 高壓室內作業。
2. 潛水作業。

資料來源
- 給付部分-老年給付 – [連結](https://www.bli.gov.tw/0013045.html)

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 第58條第8項通常涉及需要特殊技能、體力或在危險環境下進行的工作。

檢查清單
1. 高空作業：如建築工地的高空施工。
2. 危險品處理：如化學品或放射性物質的處理。
3. 重型機械操作：如挖掘機或起重機的操作。
4. 礦山作業：如地下礦井的開採工作。
5. 消防或救援工作：涉及緊急情況和高風險環境。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q44,zh,勞工轉投軍人保險或公教人員保險時，原來的勞保年資可以保留嗎？,True,True,4022,1341,4,0,給付部分-老年給付,," 摘要
- 勞工轉投軍人或公教人員保險時，原有勞保年資可以保留。

 檢查清單
1. 勞工轉投軍人或公教人員保險時，勞保局會保留原有勞保年資。
2. 若不符合老年給付條件，年資保留由勞保局辦理。

 資料來源
- 勞工保險被保險人轉投軍人保險公教人員保險年資保留辦法 – [連結](https://www.bli.gov.tw/0102444.html)

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 勞工轉投軍人保險或公教人員保險時，原來的勞保年資通常可以保留，但具體規定可能因地區和政策而異。

檢查清單
1. 確認當地相關法律和政策，了解勞保年資是否可以保留。
2. 聯繫當地勞工保險機構或相關部門，獲取具體資訊。
3. 確保在轉換保險時，所有必要的文件和程序都已完成。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q45,zh,失能給付第 2 級和第 10 級的普通傷病與職業傷病給付日數各是多少？,True,True,2,1196,1,0,各失能等級之給付標準,,"摘要
- 已查到您詢問的失能等級給付日數。

檢查清單
1. 第2級：普通傷病 1000日；職業傷病 1500日
2. 第10級：普通傷病 220日；職業傷病 330日

資料來源
- 各失能等級之給付標準

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 失能給付的日數會根據等級和傷病類型有所不同，通常由相關法規或保險條款規定。

檢查清單
1. 確認失能給付的等級（第 2 級或第 10 級）。
2. 確認傷病類型（普通傷病或職業傷病）。
3. 查閱相關法規或保險條款以獲取具體的給付日數。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q46,zh,失能給付第 5 級、第 8 級和第 14 級的給付日數差多少？,True,True,2,1175,1,0,各失能等級之給付標準,,"摘要
- 已查到您詢問的失能等級給付日數。

檢查清單
1. 第5級：普通傷病 640日；職業傷病 960日
2. 第8級：普通傷病 360日；職業傷病 540日
3. 第14級：普通傷病 40日；職業傷病 60日

資料來源
- 各失能等級之給付標準

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 失能給付的級別不同，對應的給付日數也不同。第 5 級、第 8 級和第 14 級的給付日數會有差異。

檢查清單
1. 確認失能給付的級別對應的給付日數。
2. 比較第 5 級、第 8 級和第 14 級的給付日數。
3. 了解不同級別的給付日數差異。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q47,en,"For disability benefits, how many days are paid for Grade 1 and Grade 15?",True,True,3,1536,1,0,各失能等級之給付標準,,"Summary
- The disability payment days are available for the requested grades.

Checklist
1. Grade 1: ordinary injury 1200日; occupational injury 1800日.
2. Grade 15: ordinary injury 30日; occupational injury 45日.

Sources
-…"," Summary
- Disability benefits in Taiwan are structured with different grades, where Grade 1 typically receives the most days of paid benefits, and Grade 15 receives the least. The exact number of days can vary based on …",,
Q48,en,What does the Labor Insurance Act penalty guidance mainly cover?,True,True,1229,1352,4,0,就業保險法罰鍰應行注意事項,,"Summary
- The Labor Insurance Act penalty guidance mainly covers penalties for fraudulent claims and non-compliance with insurance procedures.

Checklist
1. Penalties for fraudulent claims: Two times the insurance benefi…"," Summary
- The Labor Insurance Act penalty guidance mainly covers the penalties and fines imposed on employers and employees for non-compliance with the provisions of the Labor Insurance Act in Taiwan.

 Checklist
1. Pen…",,
Q49,en,Can a laid-off insured worker continue labor insurance coverage?,True,True,2844,4632,1,0,承保部分-繼續加保,,"Summary
A laid-off insured worker can continue labor insurance coverage if certain conditions are met, such as the existence of a labor contract.

Checklist
1. Ensure the labor contract still exists.
2. Confirm eligibili…"," Summary
- A laid-off insured worker in Taiwan may continue labor insurance coverage under certain conditions, such as through voluntary continuation or by joining a new employer's plan.

 Checklist
1. Check if the worke…",,
Q5,zh,申請勞保傷病給付需要準備什麼資料？,True,True,1791,1909,4,0,災區受災勞工保險與勞工職業災害保險及就業保險被保險人保險費支應及傷病給付辦法,," 摘要
申請勞保傷病給付需要準備申請書、給付收據和診斷書。

 檢查清單
1. 準備傷病給付申請書及給付收據。
2. 準備傷病診斷書，需由醫院或診所開具，包含傷病名稱、醫療期間及經過。

 資料來源
- 災區受災勞工保險與勞工職業災害保險及就業保險被保險人保險費支應及傷病給付辦法 – https://www.bli.gov.tw/0102448.html
- 勞工保險條例施行細則 – https://www.bli.gov.tw/010…","摘要
- 申請勞保傷病給付需要準備相關的個人資料、醫療證明及工作證明。

檢查清單
1. 身分證明文件：如身分證或居留證。
2. 勞保卡或相關保險證明。
3. 醫療證明：醫院或診所開立的診斷證明書，詳細說明傷病情況。
4. 雇主證明：證明申請人因傷病無法工作的文件。
5. 申請表格：填寫完整的勞保傷病給付申請表。
6. 銀行帳戶資料：提供銀行帳戶以便給付金額匯入。

資料來源
- 無檢索來源（LLM-only baseline）。

註…",,
Q50,zh,如果我問的問題資料來源不足，系統應該直接猜答案還是提醒我查官方來源？,True,True,3413,1311,5,0,本國人與外籍配偶及大陸港澳配偶擔任家庭幫傭看護及居家式托育服務提供者參加勞工保險及勞工職業災害保險審查作業注意事項,,"摘要
- 如果資料來源不足，建議查詢官方來源。

檢查清單
1. 確認問題是否有足夠資料。
2. 若不足，提醒查詢官方來源。

資料來源
- 無相關資料來源

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。"," 摘要
- 系統應該提醒使用者查官方來源，而不是直接猜答案，以確保資訊的準確性和可靠性。
 檢查清單
1. 確認問題的具體性和資料來源的可靠性。
2. 提醒使用者查詢官方或可信來源以獲取準確資訊。
3. 提供一般性建議或指導，但避免猜測具體答案。
 資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q6,zh,勞保老年給付有哪些種類？,True,True,1641,1411,3,0,給付部分-老年給付,," 摘要
- 勞保老年給付有多種選擇，具體種類不詳。

 檢查清單
1. 確認符合老年給付的年齡和年資條件。
2. 確認是否選擇放棄死亡給付以申請老年給付。

 資料來源
- 給付部分-老年給付 – [連結](https://www.bli.gov.tw/0013045.html)

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 勞保老年給付主要分為一次金、年金和延後退休年金三種。

檢查清單
1. 一次金：適用於未達年金請領資格或選擇一次性領取的情況。
2. 年金：符合年金請領資格者可選擇按月領取。
3. 延後退休年金：選擇延後退休可獲得較高的年金給付。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q7,zh,勞保生育給付有哪些規定？,True,True,1230,1530,5,0,給付部分-傷病給付,,"抱歉，提供的資訊不足以完整回答您的問題。建議您查閱勞保局的官方網站以獲取詳細資訊。

資料來源
- 給付部分-生育給付 – [連結](https://www.bli.gov.tw/0013042.html)

註：本服務提供一般性說明，非法律意見；請以勞保局公告為準。","摘要
- 勞保生育給付是針對符合資格的勞工在生育時提供的經濟支持。
  
檢查清單
1. 申請資格：通常需要在生育前有一定期間的勞保投保紀錄。
2. 給付金額：通常是依據投保薪資計算，可能為一定倍數的月薪。
3. 申請程序：需要提供相關證明文件，如出生證明等，並在規定期限內申請。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q8,zh,勞工保險條例第54條之2第2項無謀生能力的範圍是什麼？,True,True,1617,1700,5,0,依勞工保險條例第54條之2第2項訂定無謀生能力之範圍,," 摘要
- 無謀生能力的範圍包括重度以上身心障礙且未工作，或受禁治產宣告未撤銷。

 檢查清單
1. 符合法定重度以上身心障礙資格，持有相關證明。
2. 未實際從事工作或未參加其他社會保險。
3. 受禁治產（監護）宣告，尚未撤銷。

 資料來源
- 依勞工保險條例第54條之2第2項訂定無謀生能力之範圍 – [連結](https://www.bli.gov.tw/0102442.html)

註：本服務提供一般性說明，非法律意見；請以勞保…","摘要
- 勞工保險條例第54條之2第2項涉及無謀生能力的範圍，通常指的是因傷病或其他原因導致無法自力謀生的情況。

檢查清單
1. 確認是否因傷病或其他原因無法自力謀生。
2. 確認是否符合相關法規中對無謀生能力的具體定義或標準。
3. 可能需要醫療證明或其他文件來支持無謀生能力的申請。

資料來源
- 無檢索來源（LLM-only baseline）。

註：此基線回答未使用檢索到的官方資料。",,
Q9,zh,勞保保險費怎麼計算？投保薪資跟保險費有什麼關係？,True,True,1708,1668,5,0,承保部分-投保薪資,," 摘要
勞保保險費依據投保薪資計算，投保單位和被保險人共同負擔。

 檢查清單
1. 投保單位依月薪資總額申報投保薪資。
2. 普通事故保險費：被保險人負擔20%，投保單位70%，政府補助10%。
3. 職業災害保險費由投保單位全額負擔。

 資料來源
- 承保部分-投保薪資 – https://www.bli.gov.tw/0022930.html
- 勞工保險條例 – https://www.bli.gov.tw/0102422.h…","摘要
- 勞保保險費是根據投保薪資計算的，投保薪資越高，保險費也越高。

檢查清單
1. 確認投保薪資：這是根據勞工的實際薪資來設定的，通常會有一個級距。
2. 確認保險費率：勞保保險費率會依據政府規定有所不同，通常會有一個固定的百分比。
3. 計算保險費：將投保薪資乘以保險費率，即可得出每月應繳的保險費。
4. 雇主與勞工分擔：保險費通常由雇主和勞工共同分擔，具體比例依政府規定。

資料來源
- 無檢索來源（LLM-only base…",,
